task;errors;der_level3;der_level4;der_level5;der_level6;group;mci;freq_finite_forms;freq_aux;num_inf;num_gerunds;num_pres_sing;num_pres_plur;num_past_part;num_past_simple
graph;1;0.030;0.091;0.000;0.030;0;1.75;0.444444444;1.555555556;4;1;5;0;1;2
graph;1;0.000;0.079;0.063;0.016;0;3.75;0.222222222;0.333333333;6;3;1;0;4;2
graph;1;0.040;0.040;0.000;0.000;0;3.5;0.5;0.666666667;3;0;6;0;5;0
graph;1;0.015;0.106;0.015;0.030;0;5.5;0.214285714;0.607142857;5;3;4;0;18;5
graph;1;0.038;0.094;0.038;0.057;0;5;0.1;0.6;2;2;9;0;14;2
graph;1;0.020;0.041;0.041;0.041;0;5;0.636363636;0.227272727;4;0;10;1;3;3
graph;1;0.040;0.027;0.053;0.080;0;4.75;0.363636364;0.454545455;6;1;16;0;7;0
graph;1;0.021;0.021;0.021;0.021;0;5;0.6875;0.1875;3;2;5;0;1;3
graph;1;0.020;0.143;0.041;0.020;0;4.5;0.352941176;0.470588235;6;1;1;0;5;2
graph;1;0.000;0.054;0.000;0.054;0;3.25;0.6;0.6;4;1;2;0;0;2
graph;1;0.037;0.093;0.037;0.037;0;2.5;0.4375;0.6875;9;2;7;0;1;1
graph;1;0.026;0.079;0.026;0.000;0;6.25;0.666666667;0.380952381;2;2;12;0;4;3
graph;1;0.000;0.241;0.069;0.172;0;2;0.3;1;4;0;1;0;3;3
graph;1;0.000;0.075;0.025;0.125;0;3.5;0.153846154;1;4;0;6;0;8;5
graph;1;0.000;0.103;0.017;0.017;0;3.75;0.181818182;0.757575758;13;4;6;0;15;13
graph;1;0.088;0.088;0.000;0.088;0;3.75;0.5;1;2;0;5;0;5;2
graph;1;0.024;0.143;0.024;0.048;0;5.5;0.411764706;1;4;3;8;0;5;9
graph;1;0.047;0.023;0.023;0.140;0;4.75;0.590909091;0.818181818;6;1;4;0;7;18
graph;1;0.048;0.024;0.095;0.000;0;1.5;0.888888889;0.444444444;2;0;5;0;1;14
graph;1;0.000;0.000;0.000;0.114;0;2.5;0.833333333;0.5;2;0;6;0;0;6
graph;1;0.047;0.023;0.070;0.023;0;3.75;0.916666667;0.583333333;0;0;10;0;1;6
graph;1;0.026;0.237;0.053;0.026;0;2.75;0.714285714;0.928571429;3;0;4;2;1;2
graph;1;0.036;0.107;0.036;0.036;0;2;0;1;11;4;5;0;4;0
graph;1;0.095;0.071;0.024;0.071;0;4.25;0.375;0.4375;3;1;8;0;5;0
graph;1;0.069;0.034;0.069;0.069;0;4.75;0.346153846;0.192307692;10;2;6;0;4;2
graph;1;0.065;0.032;0.065;0.000;0;3.5;0.4375;0.9375;2;6;14;0;0;0
graph;1;0.000;0.033;0.000;0.000;0;4.25;0.444444444;0.277777778;7;1;7;0;3;0
graph;1;0.000;0.083;0.042;0.021;0;6;0.25;0.625;4;2;8;0;8;2
graph;1;0.056;0.194;0.083;0.139;0;4;0.285714286;1.214285714;5;4;8;0;6;3
graph;1;0.024;0.048;0.048;0.071;0;3.5;0.473684211;0.789473684;8;0;6;0;4;12
graph;1;0.036;0.018;0.109;0.036;0;5.5;0.3;0.45;2;3;5;0;4;3
graph;1;0.000;0.035;0.035;0.035;0;4.5;0.35;0.35;5;4;2;0;5;5
graph;1;0.050;0.000;0.100;0.025;0;3.75;0.470588235;0.411764706;3;0;5;0;3;2
graph;1;0.000;0.022;0.022;0.000;0;5.5;0.529411765;0.529411765;0;2;10;0;5;7
graph;1;0.000;0.048;0.048;0.024;0;6;0.55;0.3;3;3;5;0;3;4
graph;1;0.026;0.053;0.105;0.000;0;3.75;0.307692308;0.615384615;2;3;4;0;3;3
graph;1;0.017;0.033;0.067;0.000;0;4;0.571428571;0.5;2;1;0;0;3;6
graph;1;0.024;0.000;0.073;0.024;0;2.75;0.8125;0.3125;1;0;3;0;2;8
graph;1;0.013;0.000;0.051;0.013;0;3.5;0.576923077;0.230769231;3;2;4;0;6;12
graph;1;0.023;0.023;0.000;0.000;0;4.75;0.666666667;0.5;2;2;4;0;3;12
graph;1;0.000;0.031;0.016;0.016;0;5;0.727272727;0.272727273;1;1;3;0;4;15
graph;1;0.000;0.023;0.000;0.000;0;4.5;0.4;0.4;2;2;2;0;8;7
graph;1;0.024;0.146;0.000;0.049;0;5.5;0.6;0.35;6;2;10;0;2;4
graph;1;0.070;0.000;0.047;0.023;0;5.75;0.352941176;0.529411765;3;1;4;0;7;7
graph;1;0.053;0.079;0.079;0.026;0;3;0.615384615;0.384615385;4;0;4;0;1;6
graph;1;0.023;0.045;0.045;0.000;0;4;0.411764706;0.705882353;1;4;4;0;6;10
graph;1;0.000;0.045;0.045;0.023;0;2.75;0.416666667;0.666666667;1;2;3;0;4;10
graph;1;0.000;0.167;0.111;0.000;0;3.75;0.5;0.5;2;0;2;0;4;7
graph;1;0.102;0.136;0.000;0.102;0;3.75;0.333333333;0.375;1;1;5;0;10;7
graph;1;0.026;0.000;0.000;0.077;0;2.5;0.2;0.666666667;4;5;8;0;1;0
graph;1;0.038;0.019;0.000;0.019;0;4;0.333333333;0.3;6;6;10;0;5;1
graph;1;0.000;0.023;0.000;0.000;0;3.25;0.315789474;0.421052632;7;3;1;0;1;3
graph;1;0.036;0.145;0.036;0.036;0;4.75;0.15;0.5;3;3;7;0;12;1
graph;1;0.023;0.035;0.058;0.012;0;6;0.225806452;0.419354839;6;9;2;0;10;7
graph;1;0.108;0.065;0.065;0.097;0;3.5;0.310344828;0.482758621;8;1;5;0;8;6
graph;1;0.071;0.114;0.000;0.057;0;5.75;0.357142857;0.107142857;3;1;7;0;8;0
graph;1;0.017;0.000;0.017;0.000;0;3.5;0.277777778;0.611111111;6;5;8;0;2;1
graph;1;0.107;0.089;0.000;0.036;0;5;0.25;0.4;3;0;3;0;10;3
graph;1;0.000;0.037;0.049;0.000;0;4.5;0.2;0.4;6;10;2;0;7;3
graph;1;0.047;0.000;0.094;0.035;0;7.5;0.324324324;0.405405405;9;10;12;0;10;3
graph;1;0.133;0.067;0.111;0.089;0;3.5;0.142857143;0.357142857;2;5;1;0;4;0
graph;1;0.074;0.000;0.037;0.056;0;3.5;0.318181818;0.5;1;5;4;0;8;9
graph;1;0.070;0.053;0.000;0.035;0;3.75;0.433333333;0.333333333;8;2;9;0;3;3
graph;1;0.000;0.100;0.050;0.050;0;0.75;0.666666667;1.166666667;1;0;1;0;1;3
graph;1;0.038;0.000;0.058;0.019;0;2;0.481481481;0.333333333;2;2;2;0;9;10
graph;1;0.074;0.056;0.019;0.056;0;5.75;0.153846154;0.5;3;5;5;0;8;2
graph;1;0.082;0.033;0.000;0.098;0;5;0.514285714;0.028571429;4;4;8;0;7;6
graph;1;0.071;0.048;0.024;0.048;0;4.25;0.260869565;0.173913043;1;1;4;0;10;4
graph;1;0.073;0.145;0.018;0.109;0;2.75;0.071428571;0.714285714;1;2;5;0;7;5
graph;1;0.031;0.000;0.094;0.000;0;3;0.461538462;0.461538462;4;1;3;0;2;5
graph;1;0.029;0.114;0.029;0.057;0;1.5;0.714285714;0.142857143;4;0;4;0;0;0
graph;1;0.000;0.194;0.000;0.000;0;2.5;0.411764706;0.235294118;7;1;4;0;2;1
graph;1;0.000;0.029;0.088;0.000;0;2.5;0.466666667;0.266666667;1;3;3;0;3;5
graph;1;0.085;0.170;0.021;0.064;0;2.75;0.230769231;0.846153846;2;1;3;0;7;8
graph;1;0.032;0.226;0.032;0.000;0;3.25;0.5;0.875;2;0;1;1;3;5
graph;1;0.081;0.145;0.048;0.097;0;2.75;0.230769231;0.5;4;0;5;0;13;11
graph;1;0.063;0.111;0.016;0.048;0;3.5;0.32;0.16;3;0;6;0;10;1
graph;1;0.082;0.224;0.020;0.102;0;2.75;0.416666667;0.75;0;0;1;0;5;11
graph;1;0.032;0.129;0.000;0.032;0;3.5;0.32;0.32;2;1;5;0;12;6
graph;1;0.027;0.162;0.027;0.000;0;1.75;0.615384615;1;5;0;4;0;0;5
graph;1;0.086;0.057;0.000;0.057;0;2.75;0.294117647;0.235294118;1;1;1;0;8;6
graph;1;0.068;0.169;0.000;0.085;0;3.75;0.238095238;0.333333333;2;2;3;0;9;4
graph;1;0.015;0.123;0.000;0.015;0;4.75;0.384615385;0.346153846;2;0;4;0;12;11
graph;1;0.063;0.031;0.016;0.016;0;2.75;0.28;0.48;3;7;2;0;6;11
graph;1;0.061;0.041;0.000;0.041;0;3.75;0.285714286;0.321428571;3;1;4;0;15;6
graph;1;0.027;0.054;0.000;0.000;0;5.5;0.615384615;0.461538462;2;0;5;0;2;5
graph;1;0.000;0.074;0.000;0.037;0;3;0.857142857;0.428571429;0;0;3;0;1;3
graph;1;0.056;0.167;0.056;0.028;0;3.25;0.533333333;0.466666667;3;1;4;0;3;7
graph;1;0.063;0.063;0.000;0.031;0;3.5;0.181818182;0.727272727;3;2;4;0;4;5
graph;1;0.000;0.133;0.000;0.067;0;2.5;0.5;0.785714286;0;0;3;0;9;12
graph;1;0.024;0.146;0.024;0.073;0;1.75;0.555555556;0.777777778;1;0;4;0;3;5
graph;1;0.000;0.037;0.074;0.037;0;2.75;0.25;0.5;4;0;1;0;2;5
graph;1;0.025;0.100;0.025;0.050;0;0.75;0.142857143;1.285714286;1;2;3;0;3;5
graph;1;0.027;0.027;0.027;0.054;0;3;0.785714286;0.5;1;0;2;0;2;15
graph;1;0.022;0.022;0.022;0.022;0;5.5;0.583333333;0.5;1;2;4;0;2;6
graph;1;0.026;0.103;0.026;0.051;0;3.75;0.6;0.666666667;1;2;8;0;3;9
graph;1;0.000;0.021;0.000;0.063;0;3.25;0.333333333;0.611111111;3;0;7;0;10;5
graph;1;0.074;0.012;0.000;0.037;0;6.25;0.375;0.583333333;6;1;4;0;6;7
graph;1;0.059;0.000;0.000;0.029;0;4.25;0.454545455;1;2;2;4;0;4;2
graph;1;0.029;0.029;0.086;0.029;0;3.5;0.384615385;0.461538462;1;1;6;0;5;4
graph;1;0.095;0.190;0.095;0.000;0;3.75;0.7;0.2;1;1;2;0;2;4
graph;1;0.083;0.083;0.000;0.000;0;0.75;0.75;0.125;1;1;0;0;0;1
graph;1;0.083;0.194;0.083;0.083;0;2.5;0.4;1;3;1;7;0;2;7
graph;1;0.042;0.125;0.000;0.042;0;2.5;0.214285714;1.142857143;7;3;6;0;3;1
graph;1;0.000;0.261;0.000;0.000;0;2.75;0.375;0.875;3;1;4;0;1;3
graph;1;0.000;0.028;0.028;0.056;0;3.5;0.454545455;0.363636364;3;2;3;0;1;4
graph;1;0.000;0.000;0.000;0.021;0;3;0.625;0.5;2;1;5;0;0;6
graph;1;0.043;0.087;0.130;0.000;0;1.25;0;1.142857143;3;2;6;0;0;0
graph;1;0.000;0.125;0.025;0.000;0;1.75;0.470588235;0.411764706;6;4;4;1;0;3
graph;1;0.000;0.118;0.039;0.000;0;3.75;0.157894737;0.526315789;5;3;3;1;6;1
graph;1;0.025;0.075;0.050;0.025;0;1.75;0.625;0.375;1;0;3;0;2;5
graph;1;0.000;0.148;0.074;0.037;0;0.75;0.285714286;1.142857143;4;0;2;0;1;0
graph;1;0.065;0.161;0.065;0.032;0;4.75;0.466666667;0.266666667;2;2;6;0;3;1
graph;1;0.049;0.073;0.098;0.073;0;4.25;0.470588235;0.647058824;5;2;7;0;5;7
graph;1;0.022;0.133;0.044;0.022;0;5.75;0.368421053;0.368421053;4;4;4;0;6;4
graph;1;0.050;0.075;0.050;0.025;0;4.75;0.5;0.5;3;3;9;0;2;3
graph;1;0.043;0.065;0.043;0.022;0;2.75;0.583333333;0.333333333;2;0;1;0;3;8
graph;1;0.022;0.178;0.000;0.000;0;2.5;0.357142857;0.928571429;6;1;3;0;3;7
graph;1;0.103;0.172;0.034;0.103;0;2;0.5;0.416666667;4;0;6;0;2;2
graph;1;0.048;0.048;0.024;0.095;0;3;0.315789474;0.315789474;3;0;3;1;9;7
graph;1;0.000;0.132;0.079;0.079;0;3.5;0.785714286;0.357142857;2;1;12;0;0;0
graph;1;0.034;0.172;0.000;0.000;0;2.5;0.857142857;0.285714286;0;1;5;0;0;0
graph;1;0.000;0.115;0.038;0.038;0;4;0.578947368;0.368421053;4;1;3;0;3;6
graph;1;0.031;0.094;0.063;0.000;0;4;0.666666667;0.266666667;1;1;8;0;3;2
graph;1;0.079;0.132;0.000;0.026;0;2.75;0.636363636;0.272727273;0;1;3;0;3;5
graph;1;0.121;0.091;0.091;0.091;0;2.75;0.214285714;0.928571429;6;0;5;0;6;3
graph;1;0.000;0.111;0.083;0.028;0;1.75;0.266666667;0.666666667;3;0;1;0;7;4
graph;1;0.000;0.073;0.036;0.036;0;6.75;0.588235294;0.529411765;3;3;6;0;1;8
graph;1;0.029;0.043;0.014;0.029;0;5;0.391304348;0.695652174;2;3;4;0;10;10
graph;1;0.000;0.081;0.000;0.027;0;2.25;0.555555556;0.111111111;3;1;3;0;0;0
graph;1;0.056;0.222;0.000;0.000;0;2.75;0.6;0.7;2;0;2;0;3;5
graph;1;0.000;0.167;0.100;0.033;0;2.75;0.461538462;0.461538462;2;0;7;0;6;3
graph;1;0.000;0.135;0.027;0.027;0;3;0.4;0.9;5;0;5;0;1;6
graph;1;0.000;0.000;0.065;0.000;0;3.25;0.357142857;0.357142857;3;5;0;0;1;0
graph;1;0.093;0.093;0.070;0.093;0;2;0.363636364;0.818181818;3;2;5;0;3;3
graph;1;0.056;0.194;0.056;0.111;0;2.75;0.588235294;0.470588235;5;2;7;1;2;2
graph;1;0.000;0.133;0.067;0.000;0;4.25;0.538461538;0.769230769;1;1;11;0;3;1
graph;1;0.035;0.175;0.088;0.035;0;5.75;0.529411765;1.176470588;6;2;3;0;6;10
graph;1;0.050;0.075;0.075;0.025;0;3.5;0.545454545;0.636363636;1;0;10;0;4;1
graph;1;0.086;0.200;0.057;0.057;0;4.25;0.428571429;0.857142857;3;1;14;0;3;2
graph;1;0.080;0.280;0.120;0.000;0;1.25;0.714285714;1;1;0;8;0;1;3
graph;1;0.056;0.139;0.028;0.056;0;4.25;0.444444444;0.611111111;4;1;2;0;6;8
graph;1;0.000;0.150;0.000;0.000;0;4.25;0.764705882;0.176470588;1;0;2;0;2;9
graph;1;0.027;0.108;0.054;0.027;0;3.5;0.375;0.625;4;4;8;0;3;2
graph;1;0.000;0.171;0.073;0.024;0;4.75;0.352941176;0.823529412;5;1;4;0;8;6
graph;1;0.043;0.043;0.043;0.043;0;4.75;0.391304348;0.391304348;3;0;12;0;10;2
graph;1;0.030;0.000;0.091;0.091;0;0;0.444444444;0.888888889;1;0;7;0;4;0
graph;1;0.029;0.059;0.088;0.029;0;5;0.285714286;0.571428571;2;0;8;0;7;0
graph;1;0.054;0.027;0.000;0.027;0;3;0.375;0.5625;6;0;2;1;5;0
graph;1;0.000;0.000;0.023;0.000;0;3.25;0.625;0.4375;1;0;12;0;5;2
graph;1;0.042;0.083;0.083;0.042;0;3;0.222222222;0.833333333;4;0;9;0;10;1
graph;1;0.028;0.111;0.028;0.028;0;6;0.428571429;0.5;1;2;10;0;5;1
graph;1;0.020;0.082;0.061;0.000;0;5.75;0.052631579;0.789473684;5;3;12;0;10;0
graph;1;0.000;0.000;0.070;0.000;0;3.75;0.285714286;0.523809524;4;2;9;0;8;0
graph;1;0.017;0.052;0.086;0.017;0;5.75;0.269230769;0.576923077;2;3;15;0;13;0
graph;1;0.023;0.182;0.023;0.023;0;3.5;0.333333333;0.611111111;3;0;6;0;8;8
graph;1;0.000;0.196;0.000;0.000;0;3.5;0.166666667;0.777777778;1;4;10;0;9;7
graph;1;0.040;0.200;0.000;0.020;0;4.25;0.388888889;0.722222222;3;2;16;0;6;0
graph;1;0.023;0.209;0.000;0.000;0;4.5;0.555555556;0.5;3;1;6;0;5;11
graph;1;0.000;0.235;0.059;0.000;0;5;0.583333333;0.583333333;1;1;11;0;3;0
graph;1;0.022;0.065;0.000;0.043;0;3.5;0.444444444;0.388888889;4;2;5;0;5;7
graph;1;0.000;0.167;0.024;0.071;0;2.5;0.333333333;1.333333333;2;4;13;0;0;1
graph;1;0.000;0.194;0.000;0.111;0;3;0.5;0.928571429;5;1;9;0;2;5
graph;1;0.023;0.068;0.045;0.023;0;3.25;0.8;1.1;1;0;10;0;2;6
graph;1;0.056;0.167;0.056;0.000;0;1;0.454545455;0.636363636;1;0;8;0;6;0
graph;1;0.030;0.273;0.000;0.000;0;2.5;0.818181818;0.545454545;1;0;2;0;1;10
graph;1;0.033;0.233;0.033;0.033;0;3.25;0.384615385;0.615384615;6;1;6;1;1;1
graph;1;0.021;0.104;0.021;0.000;0;3.25;0.444444444;1.333333333;1;1;3;0;4;9
graph;1;0.000;0.182;0.061;0.000;0;3.5;0.5;0.7;2;0;4;0;3;6
graph;1;0.049;0.073;0.098;0.000;0;4.75;0.166666667;0.777777778;3;0;9;0;9;0
graph;1;0.047;0.047;0.047;0.016;0;4.25;0.185185185;0.444444444;5;4;5;0;16;5
graph;1;0.063;0.083;0.021;0.021;0;3.5;0.454545455;0.545454545;7;3;2;0;2;11
graph;1;0.073;0.024;0.024;0.024;0;4.5;0.333333333;0.933333333;2;1;13;0;8;0
graph;1;0.019;0.135;0.096;0.000;0;2.75;0.307692308;1;3;0;13;0;6;0
graph;1;0.028;0.000;0.028;0.000;0;3.25;0.25;0.583333333;4;3;2;0;0;0
graph;1;0.065;0.000;0.194;0.000;0;2.75;0.588235294;0.294117647;3;0;2;0;4;8
graph;1;0.080;0.040;0.120;0.000;0;1.75;0.7;1;0;0;8;0;0;1
graph;1;0.063;0.042;0.042;0.000;0;3.5;0.157894737;0.947368421;7;4;9;0;6;1
graph;1;0.043;0.043;0.043;0.000;0;5;0.36;0.48;5;8;1;0;1;13
graph;1;0.038;0.019;0.038;0.038;0;4.5;0.238095238;0.428571429;2;7;11;0;2;1
graph;1;0.000;0.063;0.021;0.021;0;4;0.304347826;0.347826087;2;0;6;0;15;0
graph;1;0.000;0.050;0.050;0.050;0;3;0.5;0.714285714;1;1;12;0;5;0
graph;1;0.028;0.111;0.028;0.014;0;4.25;0.392857143;0.357142857;1;0;12;1;17;0
graph;1;0.019;0.096;0.058;0.019;0;4.25;0.263157895;0.736842105;3;1;5;0;12;0
graph;1;0.019;0.000;0.056;0.000;0;3;0.416666667;0.333333333;2;3;8;1;7;1
graph;1;0.057;0.038;0.038;0.038;0;4.75;0.235294118;0.823529412;2;1;9;0;13;1
graph;1;0.019;0.019;0.000;0.000;0;2;0.888888889;1.666666667;2;0;13;0;1;1
graph;1;0.026;0.000;0.000;0.000;0;3.75;0.615384615;0.615384615;2;2;13;0;2;0
graph;1;0.013;0.038;0.090;0.013;0;6.75;0.565217391;0.608695652;3;2;12;0;7;0
graph;1;0.043;0.043;0.022;0.152;0;4;0.375;0.4375;3;1;6;0;7;2
graph;1;0.015;0.015;0.031;0.000;0;2.25;0.538461538;0.846153846;4;0;5;1;4;0
graph;1;0.000;0.038;0.058;0.000;0;1.75;0.176470588;0.941176471;2;0;7;0;12;0
graph;1;0.023;0.045;0.045;0.068;0;4.25;0.6;0.6;1;0;6;0;5;8
graph;1;0.050;0.225;0.100;0.100;0;3.5;0.4;1.1;4;1;7;0;3;0
graph;1;0.032;0.000;0.161;0.032;0;5;0.214285714;0.571428571;3;2;7;0;6;1
graph;1;0.089;0.022;0.044;0.133;0;4.75;0.416666667;1;2;2;10;0;3;1
graph;1;0.029;0.029;0.057;0.000;0;1.75;0.375;0.875;1;0;7;0;4;0
graph;1;0.043;0.021;0.021;0.021;0;4.25;0.307692308;1.230769231;4;2;10;0;6;3
graph;1;0.056;0.111;0.111;0.000;0;3.25;0.416666667;0.333333333;1;1;3;0;5;0
graph;1;0.000;0.081;0.027;0.000;0;2.5;0.214285714;0.857142857;3;0;7;0;8;1
graph;1;0.014;0.143;0.071;0.029;0;3.75;0.3;0.775;27;2;2;1;7;10
graph;1;0.000;0.186;0.114;0.043;0;3;0.407407407;0.814814815;13;3;9;0;0;7
graph;1;0.032;0.129;0.065;0.000;0;0.5;0.222222222;0.555555556;1;0;2;0;6;1
graph;1;0.083;0.056;0.028;0.028;0;5.5;0.405405405;0.675675676;16;4;13;0;3;6
graph;1;0.000;0.000;0.000;0.000;0;1.5;0.5;0.25;0;0;2;0;1;1
graph;1;0.078;0.094;0.109;0.000;0;2.25;0.422222222;0.488888889;25;1;8;0;1;4
graph;1;0.056;0.111;0.111;0.000;0;3.25;0.416666667;0.333333333;1;1;3;0;5;0
graph;1;0.028;0.111;0.097;0.056;0;3.25;0.219512195;0.609756098;22;7;5;0;3;7
graph;1;0.000;0.133;0.067;0.000;0;3.25;0.538461538;0.769230769;1;1;11;0;3;1
graph;1;0.075;0.208;0.038;0.038;0;2.5;0.555555556;1.111111111;2;0;7;0;1;1
graph;1;0.000;0.148;0.037;0.000;0;2.5;0.777777778;1;2;0;9;0;0;5
graph;1;0.061;0.000;0.061;0.000;0;3;0.5;0.625;1;0;4;0;2;0
graph;1;0.050;0.050;0.100;0.100;0;0.75;1;0.6;0;0;1;0;0;1
graph;1;0.036;0.036;0.036;0.018;0;2;0.318181818;1;8;0;8;0;13;1
graph;1;0.014;0.214;0.071;0.043;0;1;0.090909091;1.727272727;10;0;0;0;0;7
graph;1;0.045;0.091;0.182;0.045;0;5;0.6;0.666666667;1;1;10;0;3;1
graph;1;0.023;0.091;0.000;0.045;0;3.5;0.15;0.45;6;8;6;0;3;2
graph;1;0.111;0.028;0.111;0.083;0;1.5;0.714285714;0.571428571;2;2;6;0;0;6
graph;1;0.000;0.155;0.017;0.017;0;3.5;0.222222222;1.055555556;6;1;10;0;7;5
graph;1;0.000;0.034;0.034;0.172;0;1.75;0.533333333;0.333333333;6;1;3;0;0;0
graph;1;0.083;0.028;0.028;0.056;0;2.75;0.4;1;5;1;8;0;0;0
graph;1;0.019;0.093;0.130;0.000;0;5.5;0.333333333;0.833333333;9;2;6;0;2;1
graph;1;0.000;0.000;0.125;0.000;0;3.5;0.666666667;2.166666667;0;0;13;0;2;1
graph;1;0.043;0.022;0.043;0.022;0;3.5;0.714285714;0.571428571;2;0;15;0;1;0
graph;1;0.000;0.103;0.179;0.026;0;1.75;0.818181818;0.636363636;1;0;11;0;2;0
graph;1;0.078;0.094;0.109;0.000;0;2.5;0.422222222;0.488888889;25;1;8;0;1;4
graph;1;0.043;0.085;0.094;0.009;0;4.75;0.314814815;0.611111111;21;4;11;0;14;9
graph;1;0.022;0.098;0.043;0.011;0;3;0.393939394;0.575757576;17;1;11;0;4;8
graph;1;0.034;0.069;0.046;0.069;0;4.5;0.428571429;0.457142857;12;5;8;0;7;7
graph;1;0.094;0.082;0.071;0.082;0;4.75;0.346153846;0.615384615;10;8;7;1;1;0
graph;1;0.030;0.030;0.015;0.061;0;2.75;0.6;0.95;8;1;9;0;0;4
graph;1;0.000;0.151;0.041;0.041;0;5.25;0.583333333;0.666666667;11;0;10;0;2;5
graph;1;0.000;0.000;0.032;0.032;0;3.5;0.45;0.65;8;1;8;0;2;2
graph;1;0.045;0.055;0.055;0.055;0;2.25;0.260869565;0.652173913;22;4;11;0;10;6
graph;1;0.026;0.132;0.053;0.079;0;4;0.321428571;0.75;14;3;11;0;5;3
graph;1;0.032;0.086;0.075;0.022;0;2.75;0.326923077;0.480769231;27;3;7;0;6;16
graph;1;0.027;0.108;0.081;0.054;0;6.25;0.526315789;0.526315789;5;1;13;0;2;2
graph;1;0.000;0.063;0.063;0.094;0;2.5;0.727272727;0.818181818;2;0;10;0;1;2
graph;1;0.042;0.333;0.083;0.000;0;2.5;0.571428571;1.142857143;3;0;6;0;0;3
graph;1;0.024;0.098;0.024;0.000;0;2.75;0.666666667;0.25;0;0;5;0;4;6
graph;1;0.026;0.103;0.000;0.026;0;4.25;0.722222222;0.277777778;3;1;9;0;3;2
graph;1;0.000;0.158;0.026;0.000;0;2.75;0.454545455;0.545454545;1;0;10;0;5;0
graph;1;0.071;0.167;0.071;0.071;0;2.25;0.454545455;1.090909091;2;2;2;0;3;10
graph;1;0.068;0.068;0.182;0.000;0;4.5;0.727272727;0.545454545;1;1;7;0;1;2
graph;1;0.091;0.000;0.000;0.045;0;5;0.538461538;1.153846154;1;3;14;0;2;2
graph;1;0.160;0.000;0.000;0.000;0;0.75;0.7;0.7;3;0;4;0;0;0
graph;1;0.000;0.000;0.032;0.032;0;4;0.45;0.65;8;1;8;0;2;2
graph;1;0.061;0.000;0.061;0.000;0;3;0.5;0.625;1;0;4;0;2;0
graph;1;0.069;0.000;0.069;0.034;0;2.25;0.714285714;0.714285714;1;1;3;0;1;0
graph;1;0.000;0.000;0.069;0.017;0;1;1;1.571428571;0;0;14;0;0;0
graph;1;0.033;0.067;0.033;0.067;0;2;0.363636364;0.272727273;1;0;4;0;6;2
graph;1;0.077;0.026;0.077;0.026;0;2;0.818181818;1.272727273;0;1;18;0;1;0
graph;1;0.000;0.059;0.000;0.039;0;3.5;0.285714286;0.5;0;1;0;0;9;6
graph;1;0.000;0.154;0.108;0.015;0;3.75;0.555555556;0.611111111;2;0;13;0;5;1
graph;1;0.000;0.147;0.088;0.029;0;0.75;0.142857143;0.714285714;0;0;5;0;6;0
graph;1;0.022;0.087;0.065;0.000;0;1.75;0.230769231;0.769230769;0;1;4;0;9;0
graph;1;0.021;0.106;0.000;0.000;0;3.75;0.35;0.45;3;2;5;0;8;1
graph;1;0.000;0.051;0.017;0.017;0;1.5;0.058823529;0.588235294;1;0;0;0;16;6
graph;1;0.000;0.200;0.057;0.029;0;2.75;0.4;0.533333333;2;0;9;0;8;0
graph;1;0.023;0.023;0.070;0.116;0;3;0.4;0.066666667;1;1;1;0;7;6
graph;1;0.000;0.091;0.023;0.045;0;4.5;0.333333333;0.333333333;1;2;4;0;3;0
graph;1;0.057;0.038;0.038;0.226;0;2.75;0.3;0.4;2;0;7;0;13;0
graph;1;0.017;0.086;0.052;0.138;0;1.75;0.352941176;0.588235294;2;0;10;0;9;3
graph;1;0.000;0.128;0.000;0.021;0;3.25;0.363636364;0.909090909;0;0;9;0;7;1
graph;1;0.000;0.083;0.000;0.000;0;2;0.541666667;0.166666667;0;0;8;0;11;1
graph;1;0.000;0.429;0.143;0.000;0;-1;1;0;0;0;0;0;0;0
graph;1;0.000;0.037;0.000;0.000;0;4;0.4;0.36;4;0;4;0;13;8
graph;1;0.000;0.026;0.079;0.000;0;3;0.1875;0.875;4;1;7;0;9;0
graph;1;0.023;0.250;0.159;0.023;0;2.75;0.5;0.8;1;1;4;0;4;1
graph;1;0.000;0.000;0.000;0.000;0;1.5;0.5;0.25;0;0;2;0;1;1
graph;1;0.070;0.047;0.047;0.093;0;2.5;0.5;0.571428571;2;0;5;0;6;2
graph;1;0.000;0.107;0.036;0.036;0;2.5;0.4375;0.4375;3;0;5;0;6;7
graph;1;0.034;0.017;0.085;0.000;0;0.75;0.1;1.5;0;0;1;0;9;14
graph;1;0.000;0.098;0.098;0.049;0;1;0.4;0.333333333;2;0;0;0;8;6
graph;1;0.036;0.182;0.018;0.000;0;4;0.428571429;0.714285714;3;0;4;0;8;2
graph;1;0.000;0.024;0.024;0.024;0;1.75;0.357142857;0.5;0;1;0;0;8;7
graph;1;0.029;0.229;0.057;0.000;0;3;0.4;0.4;1;1;5;0;4;0
graph;1;0.024;0.190;0.048;0.000;0;3.75;0.235294118;0.529411765;2;1;8;0;11;0
graph;1;0.050;0.125;0.025;0.025;0;2.25;0.5;0.5;1;0;7;0;4;0
graph;1;0.048;0.048;0.143;0.000;0;3.75;0.526315789;0.421052632;2;0;0;0;7;14
graph;1;0.064;0.021;0.000;0.021;0;1.75;0.428571429;0.214285714;0;0;3;0;8;1
graph;1;0.000;0.024;0.048;0.000;0;3.25;0.2;0.45;5;1;2;0;9;1
