task;errors;der_level3;der_level4;der_level5;der_level6;group;mci;freq_finite_forms;freq_aux;num_inf;num_gerunds;num_pres_sing;num_pres_plur;num_past_part;num_past_simple
graph;4;0.000;0.146;0.073;0.024;1;1;0.583333333;0.833333333;3;1;9;0;2;1
graph;4;0.091;0.018;0.073;0.073;1;3;0.423076923;0.576923077;7;0;10;0;9;1
graph;4;0.000;0.159;0.023;0.000;1;3.25;0.470588235;0.470588235;2;1;12;0;6;0
graph;4;0.019;0.038;0.000;0.000;1;4.5;0.125;0.458333333;7;4;8;0;11;1
graph;4;0.013;0.063;0.051;0.038;1;2;0.242424242;0.545454545;17;5;9;0;4;5
graph;4;0.000;0.122;0.049;0.000;1;3;0.277777778;0.722222222;3;3;9;0;7;0
graph;4;0.016;0.109;0.047;0.031;1;4.25;0.518518519;0.37037037;2;1;3;0;11;13
graph;4;0.031;0.125;0.063;0.000;1;4.25;0.307692308;1.307692308;10;1;4;0;1;1
graph;4;0.018;0.036;0.018;0.107;1;4.25;0.35;0.75;8;3;4;0;4;10
graph;4;0.093;0.070;0.047;0.116;1;4.75;0.466666667;0.666666667;5;1;3;0;4;6
graph;4;0.067;0.033;0.117;0.183;1;5.25;0.555555556;0.388888889;2;2;8;0;4;5
graph;4;0.022;0.022;0.000;0.261;1;1.75;0.217391304;0.695652174;15;0;3;0;3;3
graph;4;0.038;0.077;0.077;0.103;1;6;0.518518519;0.777777778;11;1;16;0;4;3
graph;4;0.077;0.026;0.026;0.077;1;3.75;0.055555556;0.833333333;11;4;5;0;2;0
graph;4;0.041;0.014;0.054;0.014;1;4.25;0.529411765;0.352941176;3;0;3;0;3;0
graph;4;0.000;0.042;0.014;0.014;1;4.5;0.526315789;0.736842105;4;1;7;1;5;0
graph;3;0.024;0.143;0.071;0.071;1;3.5;0.571428571;0.642857143;2;0;1;0;6;10
graph;3;0.051;0.102;0.119;0.068;1;3.5;0.421052632;0.894736842;6;0;3;0;9;13
graph;3;0.000;0.075;0.050;0.075;1;1.75;0.75;1;1;0;0;1;1;7
graph;3;0.000;0.045;0.045;0.000;1;0.5;0.333333333;2;1;0;5;0;1;0
graph;3;0.021;0.021;0.043;0.021;1;4.75;0.461538462;0.692307692;0;5;10;0;2;2
graph;3;0.022;0.067;0.044;0.022;1;4;0.210526316;0.684210526;5;6;6;0;5;7
graph;3;0.000;0.020;0.061;0.041;1;4.25;0.3125;0.6875;5;5;8;0;3;0
graph;3;0.000;0.020;0.000;0.000;1;3.25;0.266666667;1.133333333;2;1;9;0;9;3
graph;3;0.000;0.098;0.049;0.024;1;1.25;0.705882353;0.294117647;3;0;9;0;2;1
graph;3;0.000;0.200;0.000;0.000;1;4.5;0.5;0.5625;3;1;1;0;6;8
graph;3;0.029;0.086;0.057;0.029;1;2.75;0.666666667;0.777777778;3;0;3;0;0;3
graph;3;0.026;0.026;0.000;0.103;1;1.25;0.428571429;1;2;2;4;0;0;0
graph;3;0.081;0.027;0.054;0.081;1;2.75;0.529411765;0.529411765;6;0;9;0;2;1
graph;3;0.114;0.057;0.057;0.057;1;4.75;0.625;0.5;1;0;1;0;4;17
graph;3;0.077;0.000;0.051;0.051;1;2;0.4375;1.1875;8;1;7;0;6;3
graph;3;0.107;0.000;0.036;0.071;1;2.5;0.466666667;0.466666667;5;1;0;0;2;3
graph;3;0.025;0.000;0.075;0.000;1;3.75;0.866666667;0.466666667;1;0;11;0;1;1
graph;3;0.000;0.129;0.065;0.129;1;3.5;0.727272727;0.272727273;3;0;7;0;0;3
graph;3;0.032;0.226;0.000;0.000;1;3.5;0.222222222;0.833333333;10;2;2;1;6;5
graph;3;0.128;0.051;0.000;0.128;1;4.75;0.25;0.25;4;2;2;0;10;14
graph;3;0.000;0.152;0.000;0.061;1;0.75;0.636363636;0.818181818;4;0;5;0;0;5
graph;3;0.017;0.183;0.033;0.017;1;4;0.260869565;0.260869565;1;1;2;0;8;10
graph;3;0.000;0.073;0.024;0.098;1;4;0.7;0.6;2;1;9;0;1;2
graph;3;0.082;0.184;0.041;0.082;1;5.25;0.736842105;0.421052632;1;0;8;0;3;4
graph;3;0.053;0.053;0.035;0.018;1;3.25;0.5;0.714285714;3;2;6;0;2;0
graph;3;0.000;0.120;0.040;0.080;1;2.25;0.6;0.3;6;2;4;1;0;1
graph;3;0.015;0.121;0.030;0.030;1;5.5;0.388888889;0.777777778;6;2;7;0;5;10
graph;3;0.031;0.313;0.000;0.063;1;3.5;0.076923077;0.692307692;6;4;1;0;3;0
graph;3;0.054;0.216;0.027;0.027;1;1.25;0.461538462;0.461538462;4;0;5;0;3;1
graph;3;0.000;0.263;0.026;0.053;1;2.75;0.307692308;0.923076923;1;2;7;1;7;2
graph;3;0.000;0.310;0.048;0.048;1;2;0.636363636;0.727272727;2;0;5;0;2;2
graph;3;0.058;0.038;0.115;0.000;1;4.25;0.3125;1.625;5;1;22;0;6;0
graph;3;0.031;0.062;0.077;0.077;1;6.25;0.434782609;0.304347826;2;3;8;1;9;2
graph;3;0.044;0.044;0.067;0.067;1;3.5;0.32;0.36;6;1;9;0;9;1
graph;3;0.038;0.154;0.038;0.000;1;3.25;0.416666667;0.833333333;5;0;7;1;3;1
graph;3;0.000;0.250;0.000;0.000;1;2.5;0.416666667;0.916666667;5;0;6;0;3;3
graph;3;0.026;0.231;0.026;0.000;1;2;0.727272727;1;3;0;4;0;1;13
graph;3;0.000;0.077;0.000;0.077;1;4;0.5;0.666666667;0;0;5;0;6;5
graph;3;0.000;0.158;0.105;0.000;1;2.25;0.454545455;0.909090909;3;0;11;0;3;3
graph;3;0.000;0.143;0.024;0.024;1;1.25;0.5;1.3;0;0;3;0;5;3
graph;3;0.000;0.019;0.019;0.056;1;5.75;0.411764706;0.823529412;3;1;8;0;6;8
graph;3;0.045;0.023;0.045;0.023;1;3.5;0.142857143;1.214285714;5;0;3;0;11;9
graph;3;0.045;0.000;0.136;0.182;1;1.25;0.285714286;1.857142857;4;0;6;0;5;2
graph;3;0.032;0.064;0.032;0.043;1;5.75;0.234042553;0.659574468;24;0;7;0;18;1
graph;3;0.000;0.171;0.073;0.024;1;4.25;0.352941176;0.823529412;5;1;4;0;8;6
graph;3;0.031;0.000;0.000;0.000;1;1.75;0.181818182;1.818181818;16;0;0;0;1;1
graph;3;0.027;0.045;0.045;0.027;1;2.75;0.511111111;0.622222222;22;1;6;0;2;18
graph;3;0.000;0.050;0.050;0.050;1;3;0.5;0.714285714;1;1;12;0;5;0
graph;3;0.000;0.167;0.042;0.000;1;1.75;0.375;0.75;1;0;5;0;4;0
graph;3;0.035;0.053;0.088;0.000;1;4;0.230769231;0.846153846;2;2;0;0;6;11
graph;3;0.000;0.086;0.000;0.000;1;2;0.444444444;0.777777778;0;0;5;0;10;15
graph;3;0.079;0.105;0.105;0.079;1;2.75;0.142857143;0.761904762;11;6;4;0;2;1
graph;3;0.121;0.061;0.030;0.121;1;1.75;0.181818182;1.909090909;13;0;4;0;1;4
graph;3;0.026;0.026;0.000;0.000;1;4.25;0.647058824;0.117647059;0;3;10;0;2;0
graph;3;0.040;0.020;0.060;0.060;1;6;0.238095238;0.80952381;8;3;9;0;7;4
graph;3;0.041;0.041;0.189;0.027;1;3.75;0.678571429;0.321428571;5;2;8;0;2;16
graph;2;0.023;0.182;0.045;0.136;1;3.5;0.25;1.083333333;6;1;3;0;5;5
graph;2;0.070;0.047;0.047;0.047;1;5.25;0.428571429;0.785714286;5;2;6;0;4;4
graph;2;0.000;0.087;0.022;0.130;1;6;0.590909091;0.318181818;3;2;13;0;4;0
graph;2;0.000;0.023;0.000;0.023;1;4;0.15;0.95;11;2;2;0;7;7
graph;2;0.026;0.103;0.051;0.077;1;3.75;0.1875;0.625;4;3;5;0;8;4
graph;2;0.000;0.111;0.067;0.111;1;5;0.5;0.722222222;6;3;12;1;1;1
graph;2;0.000;0.021;0.021;0.043;1;2.75;0.833333333;0.833333333;1;0;6;0;2;6
graph;2;0.031;0.250;0.094;0.063;1;2.75;0.4;1.4;7;0;4;0;3;0
graph;2;0.026;0.231;0.026;0.026;1;2.75;0.416666667;0.75;4;0;3;0;3;1
graph;2;0.045;0.045;0.045;0.000;1;5.25;0.1875;1.0625;3;4;12;0;7;2
graph;2;0.029;0.000;0.029;0.000;1;2.25;0.6;1.1;0;0;13;0;3;2
graph;2;0.021;0.063;0.104;0.104;1;5.5;0.428571429;0.714285714;2;2;7;0;3;2
graph;2;0.000;0.233;0.133;0.133;1;3.25;0.1875;0.6875;9;0;3;0;5;0
graph;2;0.054;0.108;0.135;0.000;1;3;0.555555556;1.444444444;4;0;9;0;1;2
graph;2;0.029;0.114;0.029;0.029;1;3.75;0.4;1.133333333;10;1;5;0;2;1
graph;2;0.036;0.109;0.000;0.073;1;4.25;0.266666667;1.266666667;8;1;8;0;4;0
graph;2;0.018;0.193;0.053;0.035;1;3.5;0.294117647;0.588235294;6;1;4;0;5;4
graph;2;0.000;0.098;0.049;0.049;1;3.5;0.352941176;0.764705882;6;3;8;0;3;0
graph;2;0.050;0.175;0.025;0.100;1;3.25;0.5;1.1;8;0;1;0;1;3
graph;2;0.026;0.026;0.000;0.077;1;3;0.2;0.666666667;4;3;1;0;5;8
graph;2;0.031;0.031;0.031;0.031;1;3.75;0.5;0.444444444;6;0;0;0;4;7
graph;2;0.079;0.211;0.053;0.053;1;5.5;0.5;0.5625;0;1;11;0;7;4
graph;2;0.034;0.138;0.052;0.086;1;5;0.269230769;0.769230769;7;2;8;0;11;11
graph;2;0.039;0.039;0.059;0.020;1;3.25;0.666666667;1;1;0;14;0;3;0
graph;2;0.000;0.029;0.029;0.029;1;2;0.333333333;0.428571429;4;6;7;0;1;1
graph;2;0.018;0.164;0.036;0.036;1;4.25;0.125;1.125;9;2;6;0;4;2
graph;2;0.120;0.060;0.020;0.100;1;4.25;0.523809524;0.428571429;3;1;7;0;7;11
graph;2;0.029;0.086;0.057;0.086;1;4;0.409090909;0.5;8;2;7;0;4;5
graph;2;0.000;0.086;0.029;0.171;1;4.25;0.333333333;0.6;4;1;5;0;6;5
graph;2;0.114;0.029;0.029;0.229;1;2.5;0.636363636;0.909090909;1;0;11;0;3;2
graph;2;0.023;0.091;0.000;0.091;1;4;0.380952381;0.380952381;2;1;3;0;11;10
graph;2;0.121;0.182;0.030;0.121;1;5;0.5;0.214285714;2;3;8;0;2;2
graph;2;0.024;0.098;0.024;0.146;1;3.25;0.545454545;0.545454545;2;1;1;1;2;5
graph;2;0.114;0.057;0.000;0.114;1;2.25;0.363636364;1;3;0;6;0;4;2
graph;2;0.020;0.140;0.000;0.020;1;3.5;0.36;0.2;4;1;1;0;7;8
graph;2;0.066;0.016;0.082;0.000;1;6.75;0.36;0.44;5;2;11;0;9;2
graph;2;0.021;0.000;0.125;0.000;1;6;0.333333333;0.476190476;8;5;7;0;1;6
graph;2;0.019;0.000;0.000;0.000;1;5.75;0.208333333;0.416666667;4;7;4;0;5;6
graph;2;0.038;0.151;0.000;0.038;1;4.25;0.1;0.8;3;1;6;0;11;5
graph;2;0.064;0.051;0.026;0.038;1;4.75;0.321428571;0.464285714;7;6;10;0;3;2
graph;2;0.027;0.160;0.027;0.013;1;3.5;0.259259259;0.407407407;2;3;3;0;12;11
graph;2;0.000;0.133;0.089;0.000;1;3.75;0.545454545;0.818181818;2;3;10;0;0;4
graph;2;0.064;0.085;0.021;0.085;1;4;0.421052632;0.421052632;1;4;8;0;7;6
graph;2;0.024;0.095;0.000;0.071;1;6.5;0.277777778;0.555555556;8;3;7;0;4;0
graph;2;0.077;0.128;0.026;0.128;1;3.75;0.615384615;0.384615385;2;2;4;0;0;4
graph;2;0.000;0.074;0.019;0.056;1;3.25;0.529411765;0.941176471;5;1;13;0;2;6
graph;2;0.029;0.000;0.000;0.000;1;4;0.2;0.8;4;1;1;0;3;13
graph;2;0.038;0.192;0.038;0.000;1;3;0.333333333;0.533333333;6;3;5;0;1;2
graph;2;0.000;0.132;0.079;0.079;1;4.25;0.344827586;0.310344828;12;1;2;0;6;3
graph;2;0.000;0.156;0.022;0.022;1;3.25;0.470588235;0.647058824;5;2;7;0;2;5
graph;2;0.025;0.100;0.000;0.000;1;3.75;0.307692308;0.846153846;4;1;1;0;6;6
graph;2;0.045;0.091;0.023;0.000;1;4.75;0.473684211;0.736842105;6;3;5;0;3;8
graph;2;0.088;0.147;0.147;0.029;1;3.75;0.4;0.8;1;3;9;0;2;0
graph;2;0.044;0.044;0.044;0.044;1;4.5;0.352941176;0.882352941;8;2;9;0;2;4
graph;2;0.059;0.000;0.029;0.059;1;4.25;0.5;0.5;5;3;8;0;1;6
graph;2;0.035;0.000;0.053;0.018;1;6.75;0.571428571;0.380952381;1;1;7;0;5;4
graph;2;0.024;0.000;0.000;0.048;1;4;0.380952381;0.238095238;4;5;4;0;4;2
graph;2;0.000;0.220;0.024;0.049;1;3.25;0.5;0.75;3;0;5;0;3;7
graph;2;0.000;0.130;0.019;0.074;1;3.25;0.485714286;0.428571429;16;2;6;0;2;4
graph;2;0.027;0.027;0.081;0.000;1;3.25;0.285714286;0.214285714;4;4;4;0;1;0
graph;2;0.000;0.000;0.000;0.000;1;1;0.8;0.6;0;1;3;0;0;1
graph;2;0.056;0.167;0.028;0.028;1;3.25;0.545454545;0.636363636;1;0;6;0;5;1
graph;2;0.069;0.241;0.034;0.000;1;1.75;0.5;0.7;2;2;2;0;1;6
graph;2;0.100;0.267;0.033;0.100;1;2.75;0.692307692;0.538461538;3;1;9;0;1;2
graph;2;0.016;0.127;0.032;0.000;1;3.75;0.6;0.933333333;4;1;3;0;2;15
graph;2;0.054;0.189;0.027;0.027;1;3;0.571428571;0.5;2;2;2;0;2;10
graph;2;0.000;0.182;0.136;0.000;1;2.25;0.833333333;0.833333333;0;0;7;0;2;2
graph;2;0.075;0.208;0.038;0.038;1;2.25;0.555555556;1.111111111;2;0;7;0;1;1
graph;2;0.041;0.143;0.041;0.041;1;4.25;0.529411765;0.411764706;3;0;9;0;5;3
graph;2;0.000;0.150;0.050;0.025;1;2.25;0.571428571;0.642857143;2;2;12;0;3;3
graph;2;0.000;0.200;0.050;0.025;1;1.75;0.416666667;0.916666667;2;1;2;0;5;9
graph;2;0.073;0.024;0.098;0.024;1;4.5;0.4375;0.75;2;1;9;0;6;0
graph;2;0.026;0.053;0.079;0.026;1;4;0.388888889;0.666666667;4;0;9;0;6;2
graph;2;0.047;0.209;0.070;0.093;1;5.25;0.785714286;0.714285714;3;1;5;0;1;13
graph;2;0.000;0.146;0.024;0.024;1;3.75;0.5;1;2;0;2;0;4;10
graph;2;0.049;0.341;0.024;0.049;1;2;1;1.166666667;0;0;4;0;0;8
graph;2;0.053;0.105;0.026;0.000;1;2.5;0.777777778;0.888888889;0;0;2;0;2;11
graph;2;0.038;0.154;0.000;0.038;1;4.75;0.583333333;0.583333333;1;1;11;0;2;1
graph;2;0.000;0.205;0.026;0.077;1;3.25;0.545454545;0.545454545;1;1;4;1;4;3
graph;2;0.000;0.143;0.000;0.000;1;3;0.333333333;1.5;3;1;4;0;1;4
graph;2;0.034;0.241;0.034;0.103;1;2.25;0.333333333;0.533333333;6;0;6;0;4;1
graph;2;0.000;0.240;0.040;0.080;1;3;0.681818182;0.772727273;6;0;13;0;3;6
graph;2;0.000;0.148;0.037;0.000;1;2;0.777777778;1;2;0;9;0;0;5
graph;2;0.019;0.151;0.000;0.038;1;3.75;0.25;0.7;2;2;13;0;12;2
graph;2;0.074;0.111;0.000;0.074;1;3.5;0.642857143;0.5;3;1;10;1;2;0
graph;2;0.000;0.300;0.000;0.000;1;1.5;0.285714286;0.428571429;4;0;1;0;1;1
graph;2;0.097;0.042;0.083;0.042;1;5.25;0.464285714;0.75;7;1;21;0;9;0
graph;2;0.143;0.095;0.143;0.000;1;3;0.5;1.0625;7;0;16;0;3;1
graph;2;0.019;0.077;0.019;0.038;1;3.5;0.52173913;0.260869565;4;1;2;0;6;14
graph;2;0.044;0.000;0.089;0.000;1;2.5;0.583333333;0.916666667;2;1;7;0;2;6
graph;2;0.091;0.055;0.055;0.036;1;5.75;0.407407407;0.481481481;8;2;12;0;5;1
graph;2;0.065;0.032;0.000;0.000;1;2.25;0.5;0.5625;1;1;8;0;4;6
graph;2;0.069;0.034;0.103;0.034;1;2.25;0.533333333;0.466666667;4;0;7;0;3;3
graph;2;0.118;0.029;0.147;0.000;1;1.5;0.8;0.5;1;0;7;0;1;1
graph;2;0.023;0.000;0.000;0.023;1;4;0.25;0.35;8;4;5;0;5;2
graph;2;0.000;0.024;0.146;0.000;1;3.25;0.384615385;0.846153846;3;0;7;0;6;1
graph;2;0.050;0.025;0.000;0.100;1;4.5;0.375;0.458333333;11;3;5;0;4;3
graph;2;0.062;0.037;0.037;0.025;1;4;0.476190476;0.452380952;18;5;11;0;3;6
graph;2;0.063;0.000;0.000;0.063;1;3.5;0.153846154;1;9;0;3;0;2;3
graph;2;0.045;0.000;0.136;0.182;1;1.5;0.285714286;1.857142857;4;0;6;0;5;2
graph;2;0.048;0.000;0.048;0.000;1;3;0.555555556;0.444444444;2;0;3;0;0;3
graph;2;0.045;0.000;0.045;0.045;1;2.5;0.571428571;0.428571429;1;1;0;0;1;6
graph;2;0.049;0.073;0.024;0.098;1;3.25;0.384615385;0.923076923;6;1;1;0;2;7
graph;2;0.048;0.000;0.048;0.095;1;3.5;0.384615385;0.461538462;2;2;4;0;4;1
graph;2;0.000;0.026;0.053;0.026;1;2.75;0.526315789;0.842105263;5;2;3;1;3;7
graph;2;0.000;0.000;0.000;0.025;1;3.75;0.705882353;0.058823529;1;0;0;0;2;3
graph;2;0.086;0.057;0.086;0.029;1;2.25;0.363636364;1.090909091;3;0;10;1;4;0
graph;2;0.048;0.024;0.024;0.024;1;3;0.6;0.35;3;2;11;0;3;1
graph;2;0.032;0.086;0.075;0.022;1;2;0.326923077;0.480769231;27;3;7;0;6;16
graph;2;0.056;0.111;0.093;0.074;1;6.75;0.311111111;0.711111111;19;8;17;1;8;2
graph;2;0.000;0.194;0.028;0.028;1;3.25;0.416666667;0.833333333;2;1;4;0;4;7
graph;2;0.038;0.135;0.038;0.019;1;3.5;0.5;0.5;4;3;10;0;1;1
graph;2;0.073;0.000;0.049;0.024;1;1.75;0.333333333;1.666666667;7;0;7;0;2;1
graph;2;0.048;0.000;0.048;0.000;1;3.5;0.555555556;0.444444444;2;0;3;0;0;3
graph;2;0.095;0.000;0.071;0.048;1;2.25;1;0.428571429;0;0;8;0;0;0
graph;2;0.056;0.037;0.037;0.019;1;2;0.5;0.416666667;3;2;0;0;0;7
graph;2;0.032;0.081;0.032;0.081;1;3.25;0.153846154;0.615384615;1;3;2;0;7;6
graph;2;0.000;0.022;0.065;0.065;1;3.5;0.444444444;0.888888889;0;2;8;0;3;0
graph;2;0.026;0.154;0.077;0.000;1;2.5;0.266666667;1.133333333;5;1;8;0;7;0
graph;2;0.000;0.057;0.132;0.038;1;1.75;0.333333333;0.333333333;0;0;2;0;12;7
graph;2;0.000;0.069;0.034;0.000;1;2.75;0.3;0.8;1;1;4;0;5;0
graph;2;0.000;0.182;0.030;0.030;1;2;0.444444444;0.777777778;2;0;9;0;3;1
graph;2;0.021;0.083;0.042;0.063;1;3.25;0.461538462;0.846153846;0;0;10;0;7;0
graph;2;0.000;0.000;0.069;0.034;1;2;0.222222222;1;6;0;4;0;1;0
graph;2;0.042;0.021;0.021;0.021;1;5;0.117647059;0.764705882;2;0;7;0;12;0
graph;2;0.143;0.071;0.071;0.071;1;1.75;0.307692308;0.461538462;8;0;2;0;1;0
graph;2;0.020;0.061;0.061;0.122;1;4.25;0.333333333;1.583333333;5;2;14;0;4;1
graph;2;0.000;0.000;0.094;0.000;1;3.25;0.421052632;0.210526316;5;3;4;0;4;3
graph;2;0.038;0.058;0.096;0.038;1;3;0.538461538;0.461538462;6;1;5;0;1;0
graph;2;0.000;0.000;0.024;0.024;1;3.25;0.5;1;1;2;1;0;2;0
graph;2;0.044;0.022;0.067;0.044;1;3.75;0.642857143;0.571428571;3;0;4;0;1;4
graph;2;0.000;0.000;0.033;0.016;1;3.75;0.411764706;0.882352941;3;1;1;0;7;8
graph;2;0.065;0.000;0.152;0.022;1;4.5;0.444444444;0.5;4;2;7;0;4;5
graph;2;0.000;0.000;0.122;0.041;1;4.25;0.3125;1.3125;2;4;14;0;8;1
graph;1;0.030;0.152;0.000;0.091;0;3.25;0.230769231;1.076923077;6;5;3;0;3;7
graph;1;0.045;0.076;0.015;0.045;0;5.75;0.357142857;0.678571429;9;3;8;0;13;4
graph;1;0.034;0.069;0.000;0.069;0;5.5;0.357142857;0.428571429;2;2;8;0;5;1
graph;1;0.000;0.151;0.000;0.082;0;3;0.304347826;0.652173913;4;7;4;0;6;10
graph;1;0.031;0.125;0.094;0.156;0;2;0.125;1.25;5;1;3;0;4;0
graph;1;0.056;0.042;0.042;0.042;0;3.25;0.368421053;0.578947368;0;8;4;0;4;10
graph;1;0.116;0.070;0.047;0.093;0;2.5;0.352941176;0.235294118;6;4;2;0;2;1
graph;1;0.074;0.037;0.000;0.074;0;2.75;0.363636364;0.636363636;4;3;4;0;0;0
graph;1;0.000;0.036;0.000;0.036;0;0.5;0.571428571;0.714285714;1;0;5;0;2;0
graph;1;0.000;0.023;0.070;0.023;0;3;0.5;0.8;2;2;1;0;2;9
graph;1;0.000;0.054;0.054;0.018;0;2;0.727272727;1.090909091;2;0;4;0;2;8
graph;1;0.000;0.024;0.049;0.049;0;3.25;0.75;0.583333333;0;1;3;0;2;10
graph;1;0.043;0.043;0.043;0.021;0;2.5;0.5;1.25;1;1;12;0;5;1
graph;1;0.000;0.000;0.029;0.029;0;2.5;0.666666667;0.583333333;2;0;2;0;3;11
graph;1;0.000;0.000;0.029;0.000;0;3;0.25;0.8125;8;2;5;0;3;1
graph;1;0.074;0.074;0.000;0.111;0;3;0.692307692;0.384615385;1;1;6;2;3;0
graph;1;0.000;0.000;0.059;0.029;0;3.5;0.333333333;0.916666667;4;0;6;0;4;1
graph;1;0.000;0.098;0.039;0.059;0;4;0.4;0.333333333;8;2;5;0;10;10
graph;1;0.105;0.158;0.053;0.000;0;2.75;0.714285714;0.785714286;1;0;14;0;3;1
graph;1;0.051;0.051;0.026;0.026;0;5;0.5;0.409090909;3;3;1;0;6;12
graph;1;0.000;0.188;0.000;0.000;0;3.75;0.272727273;1.545454545;9;3;6;0;0;0
graph;1;0.000;0.286;0.086;0.000;0;2.25;0.222222222;2.111111111;10;0;4;0;1;2
graph;1;0.026;0.077;0.026;0.103;0;4.25;0.230769231;1;6;0;6;0;4;0
graph;1;0.000;0.114;0.023;0.045;0;2.5;0.454545455;1.363636364;6;0;7;0;2;0
graph;1;0.000;0.052;0.052;0.000;0;3.5;0.4;1.133333333;6;0;10;1;3;3
graph;1;0.023;0.023;0.000;0.000;0;2.75;0.5;0.5;1;0;8;0;4;1
graph;1;0.000;0.043;0.043;0.000;0;0.75;0.6;2.2;1;0;10;0;2;0
graph;1;0.000;0.078;0.098;0.000;0;3.25;0.615384615;1.230769231;4;0;14;0;1;5
graph;1;0.029;0.059;0.000;0.029;0;2.75;0.307692308;1.076923077;4;1;9;0;6;2
graph;1;0.015;0.000;0.015;0.077;0;4.25;0.461538462;1.076923077;4;1;11;0;6;2
graph;1;0.114;0.000;0.091;0.000;0;3;0.333333333;0.866666667;4;2;2;0;6;10
graph;1;0.022;0.089;0.000;0.044;0;3;0.636363636;0.727272727;3;1;6;0;0;4
graph;1;0.025;0.100;0.050;0.025;0;4;0.545454545;0.909090909;3;0;9;0;2;1
graph;1;0.000;0.021;0.000;0.000;0;2.75;0.8;0.7;0;0;9;0;2;2
graph;1;0.034;0.138;0.000;0.034;0;3.5;0.538461538;0.769230769;4;0;7;0;2;4
graph;1;0.073;0.073;0.024;0.122;0;4.5;0.388888889;1;9;1;11;0;4;3
graph;1;0.042;0.083;0.125;0.083;0;5.5;0.545454545;0.272727273;1;2;7;0;1;0
graph;1;0.028;0.083;0.056;0.111;0;2.25;0.636363636;0.272727273;0;0;1;0;4;9
graph;1;0.030;0.030;0.000;0.061;0;2.75;0.333333333;0.533333333;4;0;7;0;7;3
graph;1;0.038;0.038;0.058;0.115;0;3;0.533333333;0.733333333;3;0;7;0;6;7
graph;1;0.000;0.094;0.000;0.113;0;4.25;0.294117647;1;8;2;5;0;5;2
graph;1;0.000;0.147;0.059;0.029;0;3.25;0.333333333;0.5;2;0;3;0;6;4
graph;1;0.096;0.077;0.096;0.192;0;6.5;0.619047619;0.238095238;4;2;5;0;1;7
graph;1;0.000;0.085;0.064;0.085;0;5;0.368421053;0.842105263;4;2;13;0;6;2
graph;1;0.027;0.135;0.054;0.081;0;1.75;0.538461538;0.923076923;4;0;4;0;2;7
graph;1;0.040;0.040;0.000;0.200;0;3;0.444444444;0.888888889;10;0;3;0;3;8
graph;1;0.000;0.073;0.055;0.073;0;4.5;0.4;0.44;7;6;5;0;3;5
graph;1;0.000;0.132;0.026;0.026;0;1.75;0.538461538;1;10;0;7;0;0;0
graph;1;0.000;0.000;0.043;0.087;0;3.75;0.4;1.3;6;0;4;0;3;0
graph;1;0.085;0.000;0.043;0.043;0;4.5;0.357142857;0.928571429;6;1;4;0;2;3
graph;1;0.000;0.121;0.000;0.000;0;3.25;0.1875;2.375;13;8;4;0;3;0
graph;1;0.000;0.083;0.042;0.042;0;0.5;0.428571429;1.142857143;1;0;5;0;2;0
graph;1;0.000;0.129;0.000;0.000;0;1.5;0.625;0.625;2;0;1;0;1;4
graph;1;0.000;0.111;0.056;0.028;0;4.5;0.5;0.583333333;5;0;6;0;2;0
graph;1;0.053;0.132;0.000;0.158;0;3;0.470588235;0.529411765;3;2;2;0;4;0
graph;1;0.000;0.152;0.000;0.000;0;2.5;0.555555556;0.888888889;2;1;9;0;1;1
graph;1;0.023;0.035;0.023;0.000;0;4.25;0.217391304;0.652173913;5;1;2;0;11;6
graph;1;0.000;0.154;0.077;0.019;0;3.25;0.357142857;0.857142857;7;1;1;0;4;1
graph;1;0.057;0.075;0.038;0.000;0;4.25;0.222222222;0.888888889;7;3;4;0;7;1
graph;1;0.040;0.120;0.040;0.020;0;6;0.238095238;0.571428571;13;1;4;0;4;1
graph;1;0.024;0.049;0.024;0.000;0;4.75;0.307692308;0.653846154;11;3;12;0;4;8
graph;1;0.051;0.085;0.102;0.000;0;2.75;0.8;0.9;3;0;9;0;0;0
graph;1;0.000;0.111;0.000;0.111;0;3.5;0.32;0.84;10;3;11;0;5;0
graph;1;0.020;0.160;0.000;0.040;0;2.75;0.363636364;0.818181818;1;1;5;0;5;0
graph;1;0.022;0.111;0.022;0.044;0;5;0.4375;0.75;6;2;8;0;1;2
graph;1;0.049;0.000;0.073;0.024;0;2;0.133333333;0.733333333;9;0;4;0;6;1
graph;1;0.022;0.152;0.022;0.022;0;5;0.285714286;1.642857143;9;1;8;0;2;0
graph;1;0.000;0.056;0.074;0.056;0;2.25;0.666666667;0.388888889;2;0;3;0;4;0
graph;1;0.028;0.028;0.056;0.028;0;1;0.545454545;0.909090909;5;0;6;1;1;0
graph;1;0.024;0.024;0.024;0.073;0;3.5;0.421052632;0.368421053;7;1;3;0;3;9
graph;1;0.000;0.000;0.043;0.000;0;1.75;0.909090909;0.545454545;0;1;2;0;0;14
graph;1;0.044;0.044;0.111;0.089;0;4;0.315789474;0.894736842;7;5;7;0;4;3
graph;1;0.021;0.128;0.043;0.021;0;4.75;0.0625;1;5;3;6;0;7;0
graph;1;0.000;0.070;0.070;0.000;0;2.75;0.333333333;0.75;8;0;6;0;1;0
graph;1;0.031;0.031;0.063;0.031;0;3.5;0.388888889;0.5;8;1;5;0;3;1
graph;1;0.000;0.074;0.093;0.019;0;2;0.714285714;0.214285714;4;0;3;0;0;3
